date,price_usd,active_addresses,tx_count,hash_rate,supply_current,fee_usd,difficulty,miner_revenue_usd,estimated_transaction_volume_usd
2015-04-04,253.945848626534,243687.0,87605.0,355318.324358916,14018939.77095148,4023.129044903,46717549644.7064,1205590.6290449,27164527.1447925
2015-04-05,261.112136177674,271639.0,96521.0,361069.996691013,14022639.77095148,4062.55929545,49446390688.2414,1082160.05929545,24652241.3699956
2015-04-06,256.367386908241,242694.0,105277.0,309707.170078885,14025789.77095148,4519.4398654548,49446390688.2414,942391.439865455,39917547.2030759
2015-04-07,254.831898012858,269775.0,113215.0,373614.998825321,14029589.77095148,4691.7546938316,49446390688.2414,1229555.75469383,59685095.5586753
2015-04-08,245.825210403273,253258.0,109348.0,307249.17666556,14032714.77095148,4579.37722819499,49446390688.2414,1013831.8772282,65255875.116232
2015-04-09,243.860636177674,250608.0,116464.0,326913.123972156,14036039.77095148,4959.76810035,49446390688.2414,905334.768100351,52157277.9282586
2015-04-10,235.871900642899,250196.0,109637.0,373614.998825321,14039839.77095148,7251.63652566,49446390688.2414,1125051.63652566,58927562.6858182
2015-04-11,237.40906779661,270860.0,100196.0,344119.077865427,14043339.77095148,4286.14929616,49446390688.2414,948286.14929616,33078071.319197
2015-04-12,237.141042372881,254516.0,86603.0,314623.156905534,14046539.77095148,3449.7194534856,49446390688.2414,830709.719453486,25799044.9106307
2015-04-13,225.505635885447,276787.0,116290.0,383446.972478619,14050439.77095148,4507.91452837,49446390688.2414,1080582.91452837,59196643.2685604
2015-04-14,219.757236703682,255342.0,108751.0,366241.018585348,14054164.77090148,3760.3998562748,49446390688.2414,901375.649856275,54738566.4548393
2015-04-15,223.313907948568,227570.0,107977.0,299875.196425587,14057214.77090148,3597.8496445101,49446390688.2414,717156.84964451,48182654.0690775
2015-04-16,228.493815312683,225691.0,99527.0,339203.091038779,14060664.77090148,3494.7997374375,49446390688.2414,927077.299737437,37994037.9122224
2015-04-17,222.785060198714,228675.0,100988.0,309707.170078885,14063814.77090148,3470.2607667,49446390688.2414,754220.2607667,48701905.046679
2015-04-18,223.398044126242,250243.0,97580.0,358867.038345374,14067464.77090148,3237.3569615552,49446390688.2414,916061.356961556,35462749.626514
2015-04-19,223.284135300994,276814.0,93417.0,351846.074225004,14071089.77090148,3373.6190183982,49446390688.2414,1081326.8690184,33023896.9477186
2015-04-20,224.894903565167,245521.0,116476.0,364477.035874265,14074939.77090148,4457.6998338254,49446390688.2414,983941.699833826,51071297.1960797
2015-04-21,234.939356516657,243752.0,110257.0,362110.301875082,14078764.77090148,3806.112301728,47610564513.4713,996289.362301728,49337103.7889044
2015-04-22,233.822418760958,265898.0,113336.0,359743.567875898,14082564.77090148,4109.936411378,47610564513.4713,1041849.93641138,47258703.9200761
2015-04-23,235.933293687902,264221.0,109934.0,307675.41989386,14085814.77090148,3911.4947017972,47610564513.4713,844835.494701797,42106302.5227933
2015-04-24,231.458592343659,252037.0,105601.0,293475.015898758,14088914.77090148,3906.5698844568,47610564513.4713,818037.569884457,46963462.4005659
2015-04-25,226.445992986558,268305.0,100598.0,385777.641866917,14092989.77090148,23285.7775355052,47610564513.4713,1138632.77753551,34681063.2240032
2015-04-26,220.503406779661,275889.0,93522.0,340809.69588243,14096589.77089602,3057.3697192443,47610564513.4713,840330.369719244,39363509.9818883
2015-04-27,227.325990356517,253708.0,113365.0,324242.557888145,14100014.77089602,3975.4599549056,47610564513.4713,953399.459954905,61169650.6703084
2015-04-28,225.549368790181,255162.0,113542.0,362110.301875082,14103839.77089602,4076.8165616619,47610564513.4713,997245.566561662,53655902.7094265
2015-04-29,225.66928842782,261510.0,117554.0,300575.217896309,14107014.77089602,3861.64271784,47610564513.4713,741391.64271784,43745215.038103
2015-04-30,236.327976037405,240159.0,110679.0,317142.355890594,14110364.77089602,4281.642666443,47610564513.4713,872918.642666443,52747889.6751317
2015-05-01,232.746582700175,225580.0,101452.0,350276.631879164,14114064.77089602,3450.0580613002,47610564513.4713,1029919.5580613,47700399.952962
2015-05-02,235.540077147867,264029.0,92909.0,347909.89787998,14117739.77089602,3536.9949230664,47610564513.4713,1002482.24492307,27990750.991386
2015-05-03,240.464248977206,247646.0,83855.0,333776.412541361,14121264.77089602,3230.3864837576,47610564513.4713,944154.636483757,40546247.8827113
2015-05-04,238.976661309176,255868.0,104511.0,303150.868676707,14124464.77089602,3977.277103338,47643398017.8034,901989.777103338,50759298.1786594
2015-05-05,236.02338340152,263807.0,115789.0,364728.388876663,14128314.77089602,4091.53417919,47643398017.8034,980916.53417919,42028796.1676296
2015-05-06,229.481219300429,270868.0,111252.0,381306.952007421,14132339.77089602,4143.8896617096,47643398017.8034,1095042.63966171,52255742.7906704
2015-05-07,237.130687317358,259340.0,110385.0,333939.628776685,14135864.77089602,3832.5113845857,47643398017.8034,879719.261384585,45549171.65658
2015-05-08,244.383472822911,298182.0,110150.0,355254.924230516,14139614.77089602,4266.170399568,47643398017.8034,1071486.17039957,52228898.429844
2015-05-09,242.705950029223,235324.0,96017.0,305519.234838243,14142839.77089602,3585.7176657396,47643398017.8034,921816.71766574,37978488.5421761
2015-05-10,240.731483927528,267176.0,87291.0,305519.234838243,14146064.77069602,4126.0629308652,47643398017.8034,966831.312930865,31600926.2116253
2015-05-11,242.24983722969,262404.0,110147.0,374201.85352281,14150014.77069602,4426.8155915911,47643398017.8034,1068466.31559159,54249791.9496739
2015-05-12,242.209092051432,273959.0,109607.0,355254.924230516,14153764.77069602,4418.064129837,47643398017.8034,1064598.06412984,51885037.4865006
2015-05-13,236.550265926359,252379.0,110562.0,383675.318168957,14157814.77069602,4240.024600901,47643398017.8034,1209740.0246009,53840910.0141712
2015-05-14,236.948916715371,241337.0,102057.0,364728.388876663,14161664.77069602,3593.1538985188,47643398017.8034,1112652.15389852,49594196.6571152
2015-05-15,237.484502337814,242013.0,104527.0,348149.825745906,14165339.77069602,4270.858910085,47643398017.8034,1100858.35891009,45480048.4066938
